song_id,song_title,artist_id,artist_name,language
1544644,淚光閃閃,217126,游學志,-1.0
1793164,The Lazy Song (instrumental),26706,Bruno Mars Tributors,52.0
1826495,We Are (feat. Lee Aram),157348,Saevom,31.0
591362,孤星,217387,王傑 (Dave Wang),3.0
2278864,Here We Go (feat. Fatman Scoop),89873,Joel Fletcher & J-Trick,52.0
145483,Kigou To Shite,146940,RADWIMPS,17.0
2249021,독 (feat. E-sens of 슈프림팀),145167,Primary,31.0
1677839,無情的情書,212807,動力火車 (Power Station),3.0
2072780,Apocalyptic Love,165195,Slash,52.0
2003061,Looking Too Closely,62510,Fink,52.0
1695158,We Belong Together,190489,Toy Story Original Soundtrack,52.0
17187,Girls FM (Album),72954,HAPPY BIRTHDAY,-1.0
597528,These Days,168785,St. Vincent,52.0
943473,A Night Like This,30012,Caro Emerald,52.0
2289312,Shotgun,205891,Zedd,-1.0
926546,Another You,195507,Various Artists,52.0
146854,City Boys,189069,Tom Infante,52.0
1564622,彗星,211808,一之瀬ユウ,17.0
1794144,Lost Boy,155834,Ruth B.,52.0
1645850,どこまでもツヅク色 -VM19 Mix- (feat. 鏡音リン),88398,JevanniP (ジェバンニP),17.0
1122567,Rain Won’t Stay (Rain Won’t Stay),219765,郭采潔 (Amber Kuo),3.0
494847,A comme amour,151527,Richard Clayderman,-1.0
694476,Antidote,172904,Swedish House Mafia vs. Knife Party,-1.0
461643,Time,205053,Yuna,52.0
2006213,Do Or Die,195507,Various Artists,31.0
624745,Got A Match?,32677,Chick Corea Elektric Band,-1.0
138363,The Greatest Performance Of My Life,128856,Nancy Wilson,52.0
151276,U Kry,76658,Hip Hop,52.0
2027452,Kiss Me,135599,Olly Murs,52.0
1008698,Ain't Got You,23326,Blue,52.0
1251826,She's Got a Way,153512,Rockabye Lullaby,-1.0
12620,Insomnia,15078,Audien,-1.0
1767100,Desire,51113,Do As Infinity,17.0
494207,Saison Concerto,219193,西村由紀江,17.0
2128569,講醉話,218671,荒山亮 (Ric Jan),10.0
905413,Nothing,204480,Young Jeezy,52.0
1373365,9 PM(晚上九點) - ATB,36524,Club Essentials,52.0
1782604,Here| take my heart,195507,Various Artists,31.0
395828,選擇  (原唱：林子祥、葉蒨文),217015,流行4度c,3.0
14250,Let It Flow - A Shape Of Love,15792,Ayaka Hirahara (平原綾香),17.0
1683255,這些日子以來,217762,白羽毛之戀,3.0
1638959,忘情森巴舞,195507,Various Artists,3.0
1483574,偏執面 (Faces of Paranoia),220776,韓佳霖 (Iris Han),3.0
762864,不滅信念,212420,信 (Shin),3.0
1295819,一生守候,217169,滾石三十  青春音樂記事簿,3.0
22342,Missing (久保田利伸),121836,Mika Nakashima (中島美嘉),17.0
400130,Crystal Ball,218194,紓壓輕鬆聽,-1.0
98191,See You Tonight,126745,Muse,52.0
593408,拍拖,218451,胡夏,3.0
2086787,為國家禱告,218167,約書亞樂團,3.0
1482276,You Are My Sunshine,58930,Erroll Garner,52.0
1235909,Emerald Hills,89532,Joe Bongiorno,-1.0
176814,Stronger Than Me,9823,Amy Winehouse,52.0
1706355,Under The Influence,56956,Elle King,52.0
848197,星光麥咭,212931,卜學亮,3.0
747427,Lots of Love,149958,Rei Yasuda (安田 レイ),17.0
1374838,shine ,207837,locofrank,17.0
676538,Please,191558,Tristan Prettyman,52.0
857816,Winter Wonderland,101363,Kylie Minogue,52.0
1102016,Me and You,110379,Lucky Twice,-1.0
330384,擁抱 中文版,174484,TVXQ!,31.0
1783838,天人的音樂Ⅱ,211396,ジブリサウンドトラック,17.0
1471093,Life Is A Rollercoaster,154308,Ronan Keating,52.0
1379559,True Colors - Missy Cyndi 真實色彩 / '楊乃文'翻唱'Benq Seseye顯示器'廣告曲電影'留住最後一支舞'插曲,214678,廣告金鑽101,52.0
1425394,隨時更新我的愛！（吉他版）,157212,Sabão,-1.0
215454,每天十分鐘的草莓紅茶不加糖,195507,Various Artists,3.0
2209087,I Walk Beside You,52897,Dream Theater,52.0
944397,ขอความรัก,210139,ป๊อบ ปองกูล (Pop Pongkool),45.0
68748,Titanic,154084,Romantic Piano,-1.0
1964229,Commitment,176060,Teish O'Day,52.0
1152948,段子二：雞同鴨講,213151,吳兆南相聲劇藝社,-1.0
578389,センキュー！(謝謝！),82743,JABBERLOOP,17.0
1012394,사랑,104595,Lee Seung Gi,31.0
832445,佛母準提神咒,213889,妙蓮華自在梵唄組,-1.0
505740,好球 (NICE SHOT),82875,JESUS FASHION FAMILY,3.0
2036859,Ima Be Alright,41552,DJ Khaled,52.0
1553907,CALM BEFORE THE STORM,219287,証聲音樂圖書館 ECHO MUSIC,-1.0
1592508,我還愛你,217219,潘美辰,3.0
757382,那是如此美妙。,135063,Ohashi Trio (大橋トリオ),17.0
1878269,For You,105015,Leo Ieiri (家入レオ),17.0
1130504,Good Time - Flava & Stevenson ft. FreeG & Fat-k,218537,舞力對決,52.0
1578471,These Days,63524,Foo Fighters,52.0
1839676,Boyfriend,8720,Alphabeat,52.0
1770957,DotA,18609,Basshunter,-1.0
2257058,影帝無用,212700,劉德華 (Andy Lau),24.0
513504,Ajde Jano(安迪安諾),9185,Amazing Voice Collection,-1.0
1586197,Your Everything,96989,Keith Urban,52.0
1847608,Happy Happy,195507,Various Artists,31.0
2110905,櫻花的眼淚,212715,劉明峰,3.0
766435,相信愛 (Believe In Love),216322,林育羣  (小胖),3.0
1241178,赤裸,195507,Various Artists,3.0
2150305,Smile,184291,The Royal Concept,52.0
1234499,J'me tire,118908,Maître Gims,-1.0
615344,Mirrors,94103,Justin Timberlake,52.0
785271,Sexual Healing,195507,Various Artists,52.0
1405656,Kimi Wa Tokyo,205330,Yuzu (ゆず),17.0
382017,調皮的愛神 (Diao Pi De Ai Shen),216511,楊丞琳 (Rainie Yang),3.0
2134480,Raining Men,152132,Rihanna,52.0
751771,Amado Mio,143560,Pink Martini,52.0
961560,City Is Ours,21522,Big Time Rush,52.0
1076944,All I Want for Christmas Is You,34537,Christmas Hits| Christmas Songs| Christmas Music,52.0
21029,Let It Go,2457,A$AP Ferg,52.0
1883399,Good Things Happen When Ya Drunk,149672,Redfoo,52.0
938836,拔蘿蔔,220872,風格童星組合,59.0
1330363,What I did for Love (feat. Emeli Sandé) vs. S.T.O.P. [feat. Ryan Tedder],45798,David Guetta,52.0
466185,Without You,26625,Bruce Springsteen,52.0
414926,征服,214995,彭羚 (Cass Phang),24.0
1642409,思慕的人,64563,Frankie Chan| Roel A. Gracia,24.0
2067590,祝你一帆風順,221413,龍千玉,10.0
515948,O Essencial E O Invisível_ 1º Mov,219288,証聲音樂心靈館 ECHO SPIRIT,-1.0
508870,Static (Single Version),84459,James Brown,52.0
624961,一定是晴天,220195,阿涼+余佳倫,3.0
1438856,Itsy Bitsy Spider,52108,Dora The Explorer,-1.0
898024,We Love Machine,199135,Way Out West,-1.0
1948781,Have You Met Miss Jones?,195507,Various Artists,52.0
1534971,Want Tonight,83164,J_ust,31.0
128565,The Line Up (feat. Weapon X| GMC & Ken Hell),93991,Justice & Kaos,52.0
1365759,les champs-elysees,31561,Chantal Chamberland,52.0
2150186,Welcome To Heartbreak,95496,Kanye West,52.0
1838914,Goodbye,156357,SAKURA FUJIWARA (藤原さくら),17.0
578563,Open Mind,16570,BMP-Music,52.0
1128509,Take Me,123262,Miso,31.0
1680557,我願意,217002,洪筠惠+洪偉婷,-1.0
1389859,Deja Vu,144710,Post Malone,52.0
2088461,刻薄的莊主,215994,李艷秋,-1.0
1289480,Green Tinted Sixties Mind,125900,Mr. Big,52.0
1505420,in your eyes,195507,Various Artists,31.0
939920,Canary,95041,Kae Sun,52.0
1532396,Ich bin das Licht dieser Welt,116075,Mark Fox & Angelika Thome,52.0
52003,ひとりぼっち,213769,天使のオルゴール,-1.0
1613035,總算能睡個好覺 (汁橙|陶逸群),94172,Juzzy Orange,-1.0
588024,Better Not Said,74837,Havana Brown,52.0
864897,A Night to Remember,11173,Andy Timmons,52.0
1463776,Clown,115463,Mariah Carey,52.0
399540,因為我愛你,220365,陳思安,10.0
1551002,Supermodel (You Better Work),155213,RuPaul,52.0
1299337,Bulldozer (Hellalive),112544,Machine Head,52.0
855765,Background Music for Elegant Events,177748,The Big 鋼琴,-1.0
1464090,變了不多,101659,L.B.C.喇叭嘴愛裝熟,3.0
2214473,내 마음이 사랑입니다,98746,Kim Jong Kook,31.0
833762,我們都太倔強,195507,Various Artists,3.0
825128,Loop & Loop,3293,ASIAN KUNG-FU GENERATION,17.0
1893997,Miss Right,215278,我租了一個情人 電視原聲帶,3.0
386216,走向前,220187,阿杜 (A-do),3.0
1027949,귀여워 (with 권정열 of 10cm),169061,Star,31.0
731130,Family Portrait Originally Performed By Kensaku Tanikawa,150108,Relax Deeply 2,-1.0
388820,尚愛也是妳,218891,蔡小虎,10.0
943825,All You Need Is Love,177569,The Beatles,52.0
941169,Welcome,158395,San Holo,52.0
616608,Treat Me Right,139700,Pat Benatar,52.0
1108925,Take My Soul (Warm Up),207566,iSweat Fitness Music,52.0
873610,TT,195507,Various Artists,52.0
574548,Guilty Love,1049,2PM,17.0
1724920,掀起你的蓋頭來,215134,快樂童年童歌精選,3.0
810883,sad song,34319,Christina Perri,52.0
416878,奔,217413,王夢麟,3.0
1305974,誘惑的街,195507,Various Artists,3.0
668907,Iihidattane.,40584,DEPAPEPE,-1.0
1702435,Satellite,75652,Hello Ga-Young,31.0
2040354,Be Seeing You,192784,Tyler Bates| Joel J. Richard,52.0
2121729,屌屌的,195507,Various Artists,3.0
1705425,Little Girl.,158483,Sandra,52.0
2113529,明日~通往明天的旅行,195507,Various Artists,3.0
1699435,Oh No,26172,Bring Me The Horizon,52.0
1191912,CHU！して！ (feat. 鏡音リン),49976,Dios/シグナルP feat. 鏡音リン・鏡音レン・GUMI・初音ミク・巡音ルカ・KAITO,17.0
727995,Your Type,29894,Carly Rae Jepsen,52.0
2285458,白日夢,52928,Dreaming,-1.0
1993139,モーラ,112013,MICHIRU OSHIMA (大島ミチル),17.0
1789214,Got The Magic,168630,Spyro Gyra,-1.0
924183,呢喃,177684,The Best Restaurant Music,52.0
766725,One In A Million,10764,Andrew Rayel,52.0
1741870,Glad You Came,119385,Megan Nicole,52.0
658326,I Wanna Groove,42323,DJ TY,-1.0
1411606,情難忘意難忘,217699,甲子慧,10.0
1374551,瘋狂電音財神咒,217125,游喬軒,3.0
295136,The Wayfarer,213374,和風輕音樂,-1.0
689152,I Got Rhythm,189710,Tony Bennett,52.0
2274148,La Mer,36832,Coffee In Left Bank,-1.0
1625586,布拉姆斯：第1號交響曲 第1樂章開頭,212134,交響情人夢,-1.0
1376439,巴伯：弦樂慢版,218532,舒眠奏鳴曲,-1.0
892561,In the Room,149958,Rei Yasuda (安田 レイ),17.0
763825,Mos Focused,130265,Nelly,52.0
2080836,Miss America,84446,James Blunt,52.0
2210484,淚崩了,212136,亦帆 (Canace Wu),3.0
4971,風流,218914,蔡秋鳳,10.0
279296,Morning Before Departure,174014,THE BEAT BROTHERS,3.0
713188,A Long Day,174181,TIM,31.0
1458096,Fire Rides,127812,MØ,52.0
1968412,兵兵,213206,吳業坤 (Kwan Gor),24.0
1023849,This Temptation,23326,Blue,52.0
1295534,Unsteady,195507,Various Artists,52.0
397245,Prelude in E-flat minor & Fugue in D-sharp minor No. 8| BWV 853/Prelude,69805,Glenn Gould,-1.0
439932,Cherish,112902,Madonna,52.0
370525,No More Lies To Reach You [Demo],118692,Maximilian Hecker,52.0
634410,Goodbye To Love ,215670,木匠兄妹最愛情歌,52.0
17279,Anywhere Else But Here,164060,Simple Plan,52.0
2085470,Beyond the Sea,23925,Bobby Darin,-1.0
1247915,Melody,61218,Far East Movement,-1.0
61757,Don't,26862,Bryson Tiller,52.0
803624,Finally Found You,58109,Enrique Iglesias,52.0
2147023,Not Taking This No More (twoloud Remix ),128126,NERVO & Ivan Gough featuring Beverley Knight,52.0
592473,N.Y. State of Mind,129055,Nas,52.0
404539,為何覺得想哭呢,121809,Miho Fukuhara (福原美穂),17.0
1400862,Treasure/When I Was Your Man,12291,Anthem Lights,52.0
877159,Tell Me,97428,Kenny G,-1.0
191788,Baila casanova(舞動卡沙諾瓦),165378,Sleepless Salsa In Cuba,-1.0
1809941,香蕉 (Banana),218289,羅小白 (S.White),3.0
2177969,Feels Right,89421,Jocelyn Alice,52.0
675676,How Can I Be Down,190493,Toya,-1.0
265979,Skyfall (From 'Skyfall'),218,007 Collective,52.0
903913,許你向我看 (Wish You Look at Me) あなたは私を見ウィッシュ,219812,鄧福如,3.0
1631393,FIRST TIMER,128744,Namie Amuro (安室奈美恵),17.0
2036661,Peaceful Music (528 Hz with Sound of Water),167930,Spa Music Relaxation Therapy,-1.0
2247678,Vigilante (Bonus Track),74040,Hans Zimmer and Junkie XL,52.0
409626,我的愛只為了你存在,219381,謝霆鋒 (Nicholas Tse),3.0
1659679,Embrace Me| Kiss Me,216681,欣暐,-1.0
231975,She's Kinda Hot,1510,5 Seconds Of Summer,52.0
926933,熟悉的你,221347,黃鶯鶯 (Tracy Huang),3.0
1923223,When You Wish Upon a Star (From 'Pinocchio'),174245,TMC Movie Tunez,52.0
1139966,I Get A Kick Out Of You,119545,Mel Tormé,52.0
882397,Satisfied,62771,Five,52.0
142106,In The Dresses,120032,Mercy Weiss| Claudio Meluzzi,52.0
51717,Going Home,126894,Music for Babies,-1.0
184731,像我的你、像你的我 - feat. 初音未來,40548,DECO*27,17.0
983160,神清氣和(Clear and Calm),165265,Sleep For Body and Mind,-1.0
1327744,心醉,215968,李琦,3.0
1440720,最想念的季節,217714,畢業幹什麼,3.0
318277,Rainbow,95381,Kana Nishino (西野カナ),17.0
1356858,Moonscape,208319,re:plus,17.0
329800,Did You Really Love Me,215962,李玟 (CoCo Lee),3.0
1341006,Party Fears Two,179304,The Divine Comedy,52.0
2047613,Love Story,96291,Katharine McPhee,52.0
16158,小花園,216340,林隆璇 (Kevin Lin),-1.0
1099356,CAT SUIT,219287,証聲音樂圖書館 ECHO MUSIC,52.0
46409,看我聽我,220872,風格童星組合,59.0
1863947,Chiqita 小妞,218306,羅百吉 (Jerry Lo),3.0
1339320,舒曼︰兒時情景 - 夢幻曲，作品15-7,214237,小朋友的鋼琴音樂,-1.0
1628814,Concerto no. 5 in A major| K. 219 - Allegro aperto,12042,Anne-Sophie Mutter,-1.0
1308778,Prelude in G Major| BWV 902,69805,Glenn Gould,-1.0
1206389,Utopiosphere -Platonism-,122493,Mili,17.0
646767,Against All Odds (Take a Look at Me Now),199884,Westlife,52.0
1563344,Better,25027,Bow Wow,52.0
1316214,燭光晚餐,195507,Various Artists,3.0
2144697,Come with Me,216311,林綾 (Iris Lin),3.0
1340113,The Holly and the Ivy,212802,勁樂音樂Big Bang& Fuzz,52.0
1351421,生命樂章(演奏版),215112,心靈舒壓演奏曲,-1.0
1890431,MAMA Had A Fit,121720,Migos,52.0
671521,Longer,216478,梵谷 水晶鋼琴,31.0
2048425,城堡,220202,阿爆+Brandy,3.0
2016652,Baby Blue (feat. Chance the Rapper),4328,Action Bronson,52.0
2063811,趁著青春,216593,楊芳儀+徐曉菁,3.0
2141854,at the mall,46201,David Torn,52.0
1795032,別怕失去 (Bie Pa Shi Qu),220412,陳柏宇 (Jason Chan),24.0
1979368,Lucky Star,156602,SHINee,31.0
136668,Beautiful,58109,Enrique Iglesias,52.0
285353,I Swear(我發誓),177665,The Best Love Songs Collection,52.0
1249007,Take From Me,17286,Bad Meets Evil,52.0
81911,The Only Thing,152114,Right The Stars,52.0
239840,中二少女養花記（電影《滾蛋吧！腫瘤君》官方主題曲）,217758,白百何,3.0
2005007,톡톡(TOK TOK) (feat.SOYA),121706,Mighty Mouth,31.0
1251986,Violin Concerto No.1 in B flat major K.207: I. [Allegro moderato],60616,Fabio Biondi/Europa Galante,-1.0
1804863,Volons vers la lune (CAROL WELSMAN),105425,Les Parfums de Paris,52.0
648122,Dindi,31854,Charlie Byrd,52.0
2224023,Hit the Ground Running,70561,Gordon Goodwin's Big Phat Band,-1.0
1389072,What Went Down,63421,Foals,52.0
1990655,Stars Are Blind,139246,Paris Hilton,52.0
1158572,Fairy Tale,172011,Sungha Jung,-1.0
1985868,Reality,212880,午夜電台情歌系列,52.0
1763277,I Love You Because,57218,Elvis Presley,52.0
2115783,輕鬆快樂的歌,220352,陳建年+巴奈,3.0
1169780,可惜我是水瓶座,221192,黃偉文 (Wyman Wong),24.0
2038619,Ruffneck,111833,MC Lyte,52.0
14213,Sunrise| Sunset,36834,Coffee Lounge Collection | Meditation Music Zone | Cafe Piano Music Collection | Good Morning Jazz Academy,52.0
1157471,Freeze,91858,Jordin Sparks,52.0
35941,Treasure,111288,LÉON,52.0
2052786,Numb,45549,David Archuleta,52.0
2271614,Broken Record,86452,Jayme Dee,52.0
97347,走吧！走吧！,219360,謝欣芷,-1.0
619057,五線譜を飛行機にして,128952,Naotaro Moriyama (森山直太朗),17.0
503687,情義抉,212053,九龍變劇集原聲帶,10.0
694054,Angels With Us,134924,Offerings,-1.0
404740,這一秒鐘,218218,紫藤戀電視原聲帶,3.0
132217,An Encore,156602,SHINee,31.0
1796891,女兒紅,221215,黃妃,10.0
45646,從心底想你,216437,梁朝偉 (Tony Leung),24.0
1908092,Robot Rock / Oh Yeah,43062,Daft Punk,52.0
1370194,Arabian Empire,195507,Various Artists,52.0
1584699,Horner: Music from James Cameron's Film 'Titanic': No. 14| Love Theme 'My Heart Will Go On' (Arr. for Orchestra),150242,Relaxing Cinema Classics,52.0
2062488,Evergreen,199884,Westlife,52.0
50461,24 Caprices| Op. 1: No. 24 in A Minor,81828,Itzhak Perlman,-1.0
532877,城裡的月光,195507,Various Artists,3.0
2102027,On My Way Home,58272,Enya,52.0
936325,Beauty And The Beast,183423,The Phantom of the opera,-1.0
1482024,黃昏的故鄉,221243,黃思婷,10.0
1959159,友情歲月 (You Qing Sui Yue),219829,鄭伊健 (Ekin Cheng),24.0
1085963,Caribbean Blue,58272,Enya,52.0
1807623,The Seven Rejoices of Mary,108489,Loreena McKennitt,-1.0
1145472,你還記得嗎,215043,徐懷鈺 (Yuki Hsu),3.0
2001125,後悔啦,215902,李明洋,10.0
1345165,我、所未知的、自己。,113310,Mai Kuraki (倉木麻衣),17.0
1673963,殲滅,212223,伍佰 & China Blue,3.0
865175,You Raise Me Up,72281,Guitar Songs,52.0
1721301,I Will Boast In Christ,76603,Hillsong Worship,52.0
2137762,逞强,215343,插班生 (The Freshman),3.0
1522378,戳破,213582,夏天 (Alex),3.0
1571662,祈禱,213788,天姿國樂,-1.0
1573078,Yo (Excuse Me Miss),33604,Chris Brown,52.0
2212938,貝多芬：第9號交響曲「合唱」– 第四樂章 快樂頌（節錄）,217975,福茂音樂字典ABC,-1.0
1829467,文字學,213150,吳兆南+魏龍豪,-1.0
1750019,香格里拉,32159,Chatmonchy,17.0
512959,緑の少女,207617,indigo la End,17.0
120142,I've Forgotten Everything,142342,Phil Collins,52.0
982223,DANCE TO DA BEAT MR. DJ (Dance to da beat Mr. DJ),213651,大嘴巴 (DA Mouth),3.0
108111,再見往事，再見,216282,林海,-1.0
62567,Bottled Up Tight,110747,Luke Sital-Singh,52.0
1004540,Don't Think You're Alone,98672,Kim Bo Kyung,31.0
1628806,So Fun,215990,李聖傑 (Sam Lee),3.0
1315602,Apache (Mix Cut),74315,Hardwell,52.0
1063573,人生的腳步,220168,阿吉仔,10.0
2153049,和撒那 (Hosanna),76597,Hillsong Global,52.0
1126423,No Darkness,26359,Broken Twin,52.0
1499427,夜空,216572,楊燕&謝雷,3.0
1458293,John Michael,155792,Russian Red,52.0
1379064,動人心扉 (Touching Hearts),220827,順子 (Shunza),3.0
1684081,WAKE YOU UP,76924,Hitomi Shimatani (島谷ひとみ),17.0
2000770,巴黎戀人,217036,浪花兄弟 (The Drifters),3.0
2132442,How 'Bout You,97107,Kelly Sweet,52.0
978321,秋殤別戀,216402,格子兮,3.0
278090,God Help The Girl,70119,God Help The Girl,52.0
415265,心結,213289,周傳雄 (Steve Chou),3.0
426670,Don't force it (不要勉強),216359,查勞．巴西瓦里 (Chalaw Basiwali),-1.0
2214769,Don't You (Forget About Me),164058,Simple Minds,52.0
2284409,再見,218658,茜拉 (Shila Amzah),3.0
415143,Drusilla (feat. JJ),170713,Stolensnares| Stélouse,52.0
2117654,All I Want For Christmas Is New Year's Day,78436,Hurts,52.0
887717,Bing Bang,135063,Ohashi Trio (大橋トリオ),17.0
1547302,Love Is Blind,95381,Kana Nishino (西野カナ),17.0
2114582,Something 4 The Weekend,172242,Super Furry Animals,52.0
1779746,Can't Turn Back The Years,142342,Phil Collins,52.0
1596171,男人的皮衣,212761,劉若英 (Rene Liu),3.0
1297993,From The Beginning To Now(從開始到現在),39390,Crystal Romance,-1.0
2252936,You Know,87906,Jerry Folk| Eloq,52.0
1074622,X's & O's,87714,Jeremih,52.0
598296,散落的時光 Pieces ,35218,Cicada,-1.0
1668195,衝動,218950,蕭亞軒 (Elva Hsiao),3.0
1747200,Setting Fires,178400,The Chainsmokers,52.0
786937,STAY,16523,BLACKPINK,31.0
888465,This Is Love,1049,2PM,31.0
730737,Sorry,7150,Alex Goot feat. Kurt Hugo Schneider & ATC,52.0
1813652,空白格,218879,蔡健雅 (Tanya Chua),3.0
1217202,No Freedom,49243,Dido,52.0
820161,The Lazy Song,26702,Bruno Mars,52.0
1669542,Intro,22521,Black Elk,-1.0
620901,Limitless,128087,NCT 127,31.0
568907,White Flower,117548,Master's Sun OST,31.0
2124673,It's My Life,24304,Bon Jovi,52.0
1233005,咖啡在等一個人 (電影等一個人咖啡主題曲),213311,周慧敏 (Vivian Chow),3.0
590271,被風吹散的人們,220433,陳潔儀 (Kit Chan),3.0
1581046,Stages of Flying,217546,王若琳 (Joanna Wang),3.0
2252837,Longer,214160,寶寶水晶音樂,-1.0
2184866,Take Over Control (Extended Vocal Mix) - Afrojack featuring Eva Simons,111526,M.S.F.N.[Make Some Funky Noise] Mix by DJ Noodles,52.0
744360,傷心的人別聽慢歌 (貫徹快樂),212101,五月天 (Mayday),3.0
1391323,Pillow Fight,66929,Galantis,52.0
1331638,벚꽃이 지면,79053,I.O.I,31.0
1544373,君とパスタの日々,128952,Naotaro Moriyama (森山直太朗),17.0
477371,M-Maybe,79053,I.O.I,31.0
831924,不存在的存在,66287,G.E.M.鄧紫棋,3.0
566322,眼淚成詩,214008,孫燕姿 (Yanzi Sun),3.0
2053038,Singalongsong (Sing along song),215423,方大同 (Khalil Fong),3.0
671095,猜不透,211834,丁噹 (Della),3.0
2271025,滾滾紅塵(陳淑樺/羅大佑),218283,羅大佑,3.0
1465751,Fade,6376,Alan Walker,-1.0
1151119,Don't Look Back In Anger,134582,Oasis,52.0
555388,Like A G6 – feat. The Cataracs & Dev,61218,Far East Movement,52.0
2095368,狂風裡擁抱,2528,A-Lin,3.0
2173166,Confident,94011,Justin Bieber,52.0
726246,中國話,156252,S.H.E,3.0
1407749,Somewhere Over the Rainbow,110822,Lullaby Maestro,-1.0
1798024,把你寵壞,216059,杜德偉 (Alex To),3.0
542440,爽,221294,黃立成 & 麻吉 (Jeff Huang & Machi),3.0
1622374,Start Of Something New,76438,High School Musical Original Soundtrack,52.0
2030933,台中愛 (Hood love),577,187 INC 謀殺有限公司,3.0
651292,Contract (feat. Iamsu),66604,GTA,52.0
1299601,You're So Beautiful,214836,張杰 (Jason Chang),3.0
32984,Bizet Intermezzo from Carmen,35970,Classics for Mommy and Baby,-1.0
1459769,CRZY,96867,Kehlani,52.0
1163687,Easy Come Easy Go,218879,蔡健雅 (Tanya Chua),3.0
1518814,Black And Yellow,201605,Wiz Khalifa,-1.0
1546602,因為我愛你,215281,我要當歌手,3.0
1326069,出走,75659,Hello Nico,3.0
2079414,I Really Like You,12291,Anthem Lights,52.0
225371,Toulouse,195507,Various Artists,52.0
533659,奇妙能力歌,220463,陳粒 (Chen Li),3.0
1093749,小熊維尼,209102,α波童話音樂盒系列,-1.0
882918,請你不通嫌棄我,219336,謝和弦 (R-chord),3.0
415297,其實我們值得幸褔,216511,楊丞琳 (Rainie Yang),3.0
2128384,靈魂自由,216433,梁心頤 (Lara),3.0
428021,Sweet Lovin',163476,Sigala,52.0
790347,有你的城市,219305,詹雅雯,10.0
1628709,卡通人生,219765,郭采潔 (Amber Kuo),3.0
839266,Frogbass,165998,Snails,52.0
192068,朝著光前進 (日劇【多金社長小資女】主題曲),207983,miwa,17.0
324422,Calling All My Lovelies,26702,Bruno Mars,52.0
2236779,All I Want Is You,2022,911,52.0
448329,忘不了的人,220427,陳浩民 (Benny Chan),3.0
1845434,I want you,219119,蛋堡Soft Lipa & Jabberloop (Soft Lipa + Jabberloop),3.0
1295686,Because You Live,88108,Jesse McCartney,52.0
1083789,Trouble,208197,offaiah,52.0
1372394,桂花,214006,孫淑媚 (May sun),10.0
1534379,Loop,130247,Nell,31.0
2173950,我們的故事,213804,天炫男孩 (Tension),3.0
1156066,Sad Machine,144656,Porter Robinson,-1.0
2055715,Tokyo Drift (Fast & Furious),179779,The Fast and the Furious,52.0
1962305,給我一個理由忘記,2528,A-Lin,3.0
1708683,London Bridge,94695,KIDS BOSSA,52.0
2123875,Leaving California,116508,Maroon 5,52.0
1206075,Put Your Hearts Up,13396,Ariana Grande,52.0
766818,Heartbeat,217559,王詩安 (Diana Wang),3.0
2295943,啟程 (Getaway),217360,猴子飛行員 (Monkey Pilot),3.0
1645931,生命有一種絕對,212101,五月天 (Mayday),3.0
1938850,無眠,221215,黃妃,10.0
220966,愛情之所以為愛情,216456,梁靜茹 (Fish Leong),3.0
1734690,不想兩個人都難受,220779,韓小薰,3.0
434647,심쿵?(feat.주니엘),131867,Niel,31.0
1752030,成全 (Gratify),195507,Various Artists,3.0
1462637,認真的眼睛,214856,張清芳 (Stella Chang),3.0
1717587,제설차 Snowplow,221660,목영진 Mok Young Jin,31.0
1070593,命運 （演唱：家家）【中視古裝大戲「蘭陵王」插曲】,219099,蘭陵王電視原聲帶,3.0
1642276,想太多,218648,范瑋琪 (Christine Fan),3.0
1300743,Yoga Song (瑜伽音乐),203885,Yoga Mr Sound,-1.0
861122,Can You Feel The Love Tonight,50315,Disney Princess: The Ultimate Song Collection,52.0
299460,生命的滋味（原唱：宇多田光） 獻給《魔女宅急便》琪琪,214119,宮崎駿映畫名曲集,-1.0
1201406,壁咚 (BEEDONG),218928,蔡黃汝 (豆花妹),3.0
1395000,Live Forever,134582,Oasis,52.0
2199136,Stars in Motion,181594,The Landing,52.0
735319,巴黎,215423,方大同 (Khalil Fong),3.0
1895575,聽寂寞哭出聲      ,219375,謝金燕 (Jeannie Hsieh),10.0
866328,Come In,1462,4MINUTE,31.0
1536897,你是不是有點動心,195507,Various Artists,3.0
531875,What We Leave Behind,195507,Various Artists,52.0
1232597,最後一首情歌【電視劇[你照亮我星球]插曲】(嚴爵),212969,原聲帶精選-超級劇無霸 2014,3.0
577193,Urin Neomu Swipge Heeojyeosseoyo,194172,Unsuku Ke (桂銀淑),17.0
736076,夢中的愛人,216994,洪榮宏 (Jung Hung),10.0
826025,Can't Let Go,115463,Mariah Carey,52.0
332000,Won't Go Home Without You(MAROON 5),70886,Grammy Nominees,52.0
1123661,初戀粉色系,212910,南拳媽媽,3.0
1503350,阿彌陀佛在心間,213774,天使波羅蜜-金榜錄,3.0
2202105,無聲仿有聲,219381,謝霆鋒 (Nicholas Tse),24.0
1881928,傷心城市,863,2012網路票選權威歌曲,3.0
985953,Shinai,128776,Nana Mizuki (水樹奈々),17.0
1074040,Make my day,204927,Yui Aragaki (新垣結衣),17.0
1051450,Universal Fanfare,195507,Various Artists,52.0
1574614,WOMAN~Wの悲劇より~ <ボーナス・トラック>,214118,宮崎駿‧風起 / 松任谷由實音樂盒作品輯,-1.0
